time,magnitude,sigma_time,sigma_amp,cov_time_amp,gamma_score,num_picks,num_p_picks,num_s_picks,event_index,x(km),y(km),z(km),longitude,latitude,depth(m),source_file
2014-09-11T22:19:44.276,1.4118,1.51249,0.38044,-0.01549,71.97843,56,40,16,275,154.26887,76.1158,24.49164,-87.23951,38.17266,24491.64014,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-11T22:28:12.986,0.9017,1.51203,0.37212,-0.0974,30.04666,31,28,3,276,70.24554,26.21195,32.74176,-88.20311,37.73348,32741.75635,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T13:53:21.507,1.26056,1.64196,0.39908,-0.04722,38.48893,37,24,13,283,153.80704,70.91515,14.83189,-87.24589,38.1259,14831.88642,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T13:12:58.324,1.2877,1.56752,0.32249,-0.0469,44.78239,43,27,16,284,145.91586,78.77216,25.56624,-87.33426,38.19796,25566.24305,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T19:53:18.306,1.36811,0.75895,0.31326,0.04673,25.9938,26,11,15,289,152.60969,81.72222,21.67308,-87.25724,38.22343,21673.08243,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T20:53:07.196,1.34491,0.66307,0.27582,-0.02785,20.77555,21,16,5,291,146.87572,83.38878,23.80897,-87.32236,38.23939,23808.96597,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T20:28:48.574,1.51335,1.16461,0.41856,-0.03552,35.34305,35,13,22,293,152.40347,77.4965,22.80976,-87.2605,38.18541,22809.75735,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T20:36:54.905,1.25859,1.36982,0.30702,0.01405,38.85774,42,29,13,296,176.26697,-13.73353,14.13595,-87.01031,37.3595,14135.9521,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T20:55:51.264,1.12218,1.52851,0.21652,0.06108,45.0,33,25,8,297,165.82221,-11.59551,13.21039,-87.12768,37.38068,13210.38986,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-12T22:33:46.484,1.16737,1.82021,0.34623,-0.32047,61.0,40,28,12,300,178.3068,-4.42402,9.41085,-86.98505,37.44295,9410.84641,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T12:55:28.731,1.06089,2.89529,0.32234,0.15163,43.0,21,17,4,310,95.00645,24.27685,0.0,-87.9225,37.71382,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T14:27:03.005,1.14357,1.40149,0.34385,0.09552,40.0,37,25,12,312,155.72386,71.79558,13.08847,-87.22385,38.13351,13088.46657,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T16:09:47.854,0.44495,2.18183,0.23082,-1.04223,19.0,11,10,1,314,117.28686,92.04507,0.0,-87.65883,38.32166,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T18:06:05.245,1.45992,1.38271,0.409,-0.03732,63.60814,54,42,12,316,146.74261,67.58466,18.40614,-87.32711,38.09708,18406.14425,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T18:21:22.300,1.12005,1.04761,0.35677,0.08625,36.99364,37,22,15,317,149.80476,83.33684,21.15841,-87.28893,38.23844,21158.40781,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T21:17:00.999,0.50992,2.45113,0.29461,-1.1216,39.0,26,19,7,320,165.33815,34.62246,0.0,-87.12273,37.79703,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-13T22:23:47.591,1.4335,1.05322,0.42074,-0.08156,54.30027,55,43,12,322,153.18844,73.45061,24.43814,-87.2524,38.14884,24438.13507,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T13:46:43.099,1.43348,1.14755,0.37673,0.001,39.34195,39,21,18,332,152.4426,79.67859,25.67,-87.25958,38.20506,25670.00429,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T17:49:54.695,1.52231,0.98589,0.36459,-0.05022,25.5621,27,22,5,336,143.84352,85.87966,22.91578,-87.35648,38.26231,22915.77524,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T19:25:39.285,1.24655,0.83536,0.21425,-0.08544,24.04955,25,16,9,338,150.90673,83.21428,19.23816,-87.27637,38.23715,19238.16486,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T20:28:29.682,1.6355,1.75498,0.39216,-0.06647,41.80469,42,19,23,342,153.97103,73.81792,25.16096,-87.2434,38.15202,25160.9604,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T21:01:25.882,1.24349,0.96146,0.2605,0.15391,47.0,35,29,6,346,167.63319,-16.28391,17.32109,-87.1083,37.33813,17321.08809,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T21:53:01.974,0.53547,0.94109,0.2144,-0.00379,20.12387,20,12,8,347,187.62066,31.40759,12.87221,-86.87067,37.7638,12872.21169,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T21:04:11.049,1.03067,1.2793,0.27254,0.06376,25.0,15,10,5,350,169.34452,-14.38403,10.07728,-87.08857,37.35493,10077.27938,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-15T22:13:38.666,0.86888,0.78057,0.07999,-0.02052,26.89103,27,12,15,352,157.65272,76.97866,15.91826,-87.20072,38.17985,15918.2559,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T17:30:06.384,1.52501,1.31093,0.32901,-0.01952,62.18152,58,45,13,360,142.86586,79.29693,27.8582,-87.36896,38.20318,27858.20127,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T18:05:18.346,1.55191,2.22698,0.51301,-0.76875,72.0,43,31,12,362,164.14392,7.13341,30.58278,-87.14245,37.54967,30582.77903,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T18:08:20.939,1.27315,1.13846,0.39474,0.01271,54.9389,53,37,16,363,151.73902,73.19483,22.67703,-87.26899,38.14678,22677.03273,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T20:32:55.717,1.62428,0.92839,0.47224,0.04592,43.846,45,35,10,364,146.08132,69.80562,14.76855,-87.3342,38.11718,14768.54535,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T20:31:35.757,1.35101,0.77456,0.35535,-0.01995,34.98596,35,20,15,366,153.10469,81.87526,22.13683,-87.25156,38.22473,22136.82964,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T20:15:41.995,1.13698,0.34436,0.23068,-0.02696,19.92552,20,13,7,367,151.71984,82.60216,13.51373,-87.26721,38.23151,13513.73399,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T21:58:22.868,1.37954,1.56176,0.33317,-0.04929,40.55494,37,29,8,368,176.10085,-9.40763,20.73799,-87.01115,37.39849,20737.99256,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T21:50:17.743,1.17077,0.64448,0.31921,-0.03148,17.95698,18,10,8,370,148.52241,82.41232,15.87043,-87.30376,38.23033,15870.43428,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T21:25:41.045,1.20225,1.65666,0.20238,0.29958,58.0,33,25,8,372,168.1863,-12.74763,8.9993,-87.10126,37.36988,8999.30476,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-16T22:11:52.485,1.04408,1.67512,0.27184,-0.05291,34.50579,35,18,17,374,160.38846,79.96568,15.83583,-87.16884,38.20627,15835.82541,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-17T17:27:01.681,1.03915,0.27981,0.24925,-0.00193,16.00018,16,10,6,386,155.87333,77.81036,15.32618,-87.22084,38.18765,15326.17921,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-17T20:25:32.865,1.44882,0.52812,0.36912,0.00429,21.77157,21,12,9,387,150.05336,83.80084,19.4659,-87.28599,38.24258,19465.90012,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-17T20:32:01.292,1.35735,1.11992,0.3392,-0.14402,28.43676,28,14,14,389,143.86626,70.16718,11.28174,-87.35938,38.12079,11281.73771,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-17T20:57:39.465,1.24664,1.75725,0.27319,0.51541,25.0,15,14,1,391,161.79693,-19.89796,21.82185,-87.17493,37.30661,21821.85195,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-17T21:50:19.606,1.27526,0.84295,0.35697,0.02767,17.83402,18,11,7,397,150.93267,81.13252,19.71238,-87.27651,38.2184,19712.37868,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T20:40:21.234,1.90337,1.35779,0.59946,0.06683,47.02401,44,30,14,413,144.15933,67.84694,20.67627,-87.3565,38.09985,20676.27352,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T20:41:22.640,1.21196,1.87044,0.43148,-0.0707,17.07292,14,10,4,414,133.06766,41.58958,0.0,-87.48776,37.86504,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:16:44.099,1.26952,1.09846,0.40497,-0.1405,53.91224,44,39,5,415,166.40268,-13.72594,16.27383,-87.12161,37.36139,16273.82577,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:51:51.423,1.20139,1.13666,0.36444,-0.01099,33.91843,34,17,17,416,151.80612,81.66269,21.15648,-87.26643,38.22303,21156.48398,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:15:20.716,1.24662,0.70688,0.2262,0.01571,17.5068,17,11,6,417,168.21145,-15.91168,11.37572,-87.1017,37.34137,11375.7158,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:23:44.896,1.26435,2.01231,0.5529,-0.13429,28.94108,29,14,15,418,184.56999,6.81506,23.82154,-86.91148,37.54294,23821.53501,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:14:00.352,1.36864,1.05298,0.38825,-0.03957,22.62909,24,16,8,420,169.30997,-18.5433,20.2738,-87.08991,37.31747,20273.80464,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T21:14:06.275,1.22371,1.0792,0.13013,-0.02556,13.17826,11,10,1,421,146.40826,-18.91288,0.0,-87.34827,37.31804,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-18T22:35:26.997,1.43891,1.18821,0.4759,-0.01025,55.65757,56,38,18,424,153.80395,76.14205,23.12758,-87.24481,38.17298,23127.57749,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T12:55:43.604,1.35194,1.69917,0.48002,-0.14143,58.71973,56,40,16,429,151.3384,73.94079,21.98848,-87.2734,38.15357,21988.48117,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T20:33:17.996,1.39932,1.27966,0.39683,0.09311,34.63312,33,14,19,440,158.11899,83.72494,22.73905,-87.19391,38.24052,22739.04769,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T20:28:19.014,1.6482,0.88774,0.31684,-0.03455,26.94574,27,17,10,441,152.52707,83.4426,21.24435,-87.25782,38.23894,21244.35293,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T20:42:02.259,1.17518,1.27062,0.25271,0.01323,59.0,44,38,6,442,167.57964,-14.82018,15.55847,-87.10858,37.35132,15558.47196,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T20:40:44.777,1.15955,0.84663,0.20078,0.25446,27.0,16,14,2,443,167.343,-16.65066,0.0,-87.11166,37.33488,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T21:21:48.690,1.42189,1.86288,0.21587,-0.19171,11.17647,10,10,0,444,133.43575,78.10771,0.0,-87.47682,38.1939,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T21:21:43.104,1.63045,0.96324,0.51204,-0.07621,27.78631,28,18,10,445,148.99048,66.82154,15.96518,-87.30165,38.08984,15965.18205,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T22:57:01.088,1.577,1.44551,0.37197,0.03483,66.97191,61,41,20,446,177.16413,-14.19745,17.98569,-87.0003,37.35515,17985.68665,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-19T22:13:10.935,0.86128,0.60536,0.20781,0.04791,15.0,15,11,4,447,149.06922,76.93743,18.8496,-87.29866,38.18093,18849.5989,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T11:57:27.306,0.73447,2.11853,0.26094,-0.77167,50.0,30,25,5,454,116.95347,75.53199,25.62557,-87.66535,38.17297,25625.57008,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T12:22:12.160,0.55071,1.69481,0.34727,-0.17391,12.33059,13,11,2,456,120.41944,19.11618,0.0,-87.63518,37.66435,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T14:58:25.445,1.02543,0.43002,0.20184,-0.03044,17.98665,18,10,8,458,151.63132,83.1276,17.06776,-87.26811,38.23625,17067.75503,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T16:16:26.294,1.28399,0.60156,0.27914,-0.05832,17.08286,17,12,5,460,142.80046,167.79239,33.04692,-87.3518,39.00008,33046.91816,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T17:52:54.894,0.72046,0.67263,0.09985,-0.03672,16.9154,17,10,7,462,153.87581,75.85722,16.76577,-87.24405,38.1704,16765.77278,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T18:26:48.715,1.54504,1.66691,0.41388,-0.11841,66.52853,55,48,7,464,180.34892,-5.10898,13.04845,-86.96215,37.43639,13048.45468,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T18:24:34.309,1.06177,1.32857,0.24042,-0.01939,33.91175,34,16,18,465,155.56071,81.36793,16.54885,-87.22363,38.21974,16548.85229,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T18:31:16.445,1.16095,0.70264,0.27842,-0.0052,29.61942,31,24,7,467,176.49224,-12.50574,16.90174,-87.00747,37.37051,16901.7356,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T19:10:45.389,1.15334,1.41595,0.29221,0.20739,52.0,29,27,2,469,167.9946,-14.06401,15.28051,-87.10372,37.35806,15280.50694,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T19:08:13.399,1.06681,1.57879,0.15852,-0.08109,39.0,29,20,9,470,166.98044,-13.84629,0.0,-87.11512,37.3602,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-20T22:14:40.547,0.92396,1.29219,0.29506,-0.1,26.87832,26,14,12,472,158.96135,74.44737,17.67649,-87.18635,38.15683,17676.48833,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-22T14:24:27.739,0.8339,0.32639,0.22353,-0.03167,14.65876,15,10,5,493,150.63233,82.0284,13.23292,-87.27975,38.22652,13232.91747,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-22T20:50:58.638,1.2925,0.48763,0.154,0.01639,18.5488,20,13,7,498,145.13834,68.15065,6.66743,-87.34528,38.10243,6667.42634,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-22T20:41:11.942,1.26122,1.48741,0.39782,0.05306,14.13745,15,10,5,500,163.98834,5.79471,19.57358,-87.14451,37.53764,19573.58138,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-22T22:17:30.596,1.16341,1.75133,0.30568,0.04833,46.97374,44,20,24,504,159.88215,69.04668,15.99305,-87.17705,38.10803,15993.05107,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T13:42:41.315,1.34951,0.58654,0.26205,-0.03038,25.00388,26,16,10,507,145.19413,85.27361,15.25492,-87.34118,38.25663,15254.92301,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T16:07:40.028,0.07674,1.53181,0.25635,-0.03031,18.0,16,12,4,515,185.66462,24.16419,0.0,-86.89471,37.69896,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T18:08:06.439,1.12758,0.61577,0.15862,-0.02945,17.97658,18,10,8,519,156.69908,75.58199,17.78115,-87.2119,38.16744,17781.15261,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T20:29:26.743,1.80458,1.54935,0.81915,0.31405,86.73195,80,59,21,524,146.84625,68.01647,26.39201,-87.32584,38.10095,26392.00885,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T21:50:33.902,1.35583,0.81852,0.30447,-0.04548,24.94039,25,16,9,531,149.94447,82.95951,19.63178,-87.28741,38.23502,19631.78207,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T21:11:25.275,1.26009,2.15045,0.23388,0.09,29.87181,17,10,7,532,145.17916,17.25593,0.0,-87.355,37.64402,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-23T21:11:25.271,1.33294,0.75143,0.43266,0.03345,30.12819,32,24,8,533,180.92678,-9.53254,12.02469,-86.9567,37.39643,12024.69489,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T13:07:00.736,1.07746,1.50301,0.31472,0.04227,34.94532,34,22,12,544,146.15045,86.15718,16.99722,-87.33008,38.26444,16997.21882,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T14:33:12.936,1.10352,0.31953,0.08127,-0.00146,15.99816,16,10,6,545,156.47332,76.82242,14.53088,-87.21421,38.17865,14530.87741,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T18:00:38.556,1.30111,1.30558,0.36245,0.00987,45.98209,44,29,15,550,153.39851,70.61992,17.24946,-87.25061,38.12331,17249.465,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T20:25:58.038,1.15009,0.73086,0.33736,0.00794,27.22893,27,15,12,555,153.26441,82.8279,18.76858,-87.24953,38.23328,18768.58181,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T20:10:12.635,1.41095,0.66355,0.15506,-0.03757,20.73529,21,12,9,556,151.29121,82.28191,16.80798,-87.27218,38.22869,16807.97979,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T20:51:33.088,1.20449,0.68746,0.30814,-0.00028,17.43383,19,16,3,559,175.02167,-15.04133,15.90742,-87.02467,37.34795,15907.42246,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T20:48:40.859,1.36138,0.83146,0.28523,-0.00572,17.00217,17,10,7,561,171.96396,-17.9535,16.08361,-87.05984,37.3223,16083.61318,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-24T20:50:22.356,1.13219,0.40553,0.27312,0.00286,20.68615,21,17,4,563,167.85609,-17.15368,21.59029,-87.10599,37.33025,21590.28914,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T12:45:38.171,1.67249,1.29036,0.44875,0.08247,52.67955,52,36,16,573,153.35772,75.88568,19.86019,-87.24995,38.17074,19860.19409,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T12:14:10.561,1.34069,1.17205,0.28841,0.18447,37.0,32,21,11,574,142.66001,84.04363,18.52763,-87.37037,38.24596,18527.6294,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T15:14:37.944,1.16242,0.30492,0.24178,-0.01752,13.54493,15,11,4,576,149.32864,82.28705,15.74996,-87.29458,38.22906,15749.95647,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T20:39:28.509,1.81929,1.61922,0.58605,-0.26189,88.92692,83,57,26,584,146.31773,67.58521,25.40514,-87.33195,38.09715,25405.13512,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T20:25:09.763,1.24655,0.50552,0.18043,-0.0217,21.0,21,12,9,586,144.23037,85.81958,12.80416,-87.35208,38.2617,12804.15621,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T20:55:25.002,1.21143,2.68287,0.3125,-0.30825,30.21191,23,15,8,589,141.14815,-12.33578,6.50155,-87.40634,37.3781,6501.54646,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T20:54:06.426,1.1061,1.18439,0.2304,0.04843,16.16558,17,11,6,590,166.8154,-15.26145,8.67526,-87.1173,37.34748,8675.26291,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T20:54:13.352,1.09395,0.94693,0.14881,-0.07218,11.89103,12,11,1,591,162.83917,-17.78167,0.0,-87.16271,37.32549,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-25T22:15:18.931,1.3614,1.87786,0.30594,-0.07725,46.99769,47,21,26,594,158.28059,73.37775,21.54986,-87.19435,38.14731,21549.86091,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T18:06:38.296,1.17902,0.97963,0.25825,0.43437,38.0,25,19,6,605,166.39761,-16.62494,9.2428,-87.12232,37.33528,9242.79632,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T19:09:10.017,0.97402,0.33794,0.18023,-0.01349,16.77546,17,11,6,607,151.37469,78.09143,9.27814,-87.27211,38.19094,9278.13928,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T20:32:33.144,1.72991,1.59225,0.42232,-0.01455,78.06705,69,43,26,608,144.50878,64.73085,16.4509,-87.35314,38.07173,16450.90088,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T20:30:39.523,1.27441,1.12889,0.37137,-0.0152,37.31005,38,24,14,609,150.63342,83.01537,28.20818,-87.27953,38.23541,28208.18073,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T20:44:34.044,1.32691,0.89262,0.30525,0.00751,32.61439,33,25,8,611,166.12745,-16.50081,23.44229,-87.12534,37.33644,23442.2911,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T20:52:26.694,1.13477,0.83913,0.29037,-0.15708,37.0,24,21,3,612,180.00905,-8.55605,11.6724,-86.96683,37.40541,11672.39979,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T20:41:43.214,1.05895,1.24392,0.41976,0.01791,31.0,26,16,10,613,176.29884,-11.79177,18.92135,-87.00949,37.37698,18921.34778,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T21:17:25.742,1.30784,1.301,0.43114,-0.04246,33.97105,33,20,13,614,157.06933,73.89851,14.73427,-87.20805,38.15221,14734.26814,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T22:06:03.030,1.18461,0.53777,0.25077,-0.02381,19.99994,20,12,8,615,151.547,82.03936,14.92495,-87.26931,38.22647,14924.94791,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-26T22:15:33.267,0.79988,1.33773,0.20509,-0.01569,26.97502,26,11,15,616,161.76853,76.86273,1.84502,-87.15379,38.17808,1845.01985,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-27T13:52:01.805,1.67852,1.05134,0.51053,-0.02098,43.69718,43,28,15,621,152.53575,72.54956,21.18845,-87.26004,38.14084,21188.45002,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-27T17:56:45.675,0.88078,0.41619,0.12905,-0.01877,18.77702,19,12,7,629,152.02338,84.16722,11.66747,-87.26342,38.24555,11667.47049,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-27T18:27:29.459,1.24081,0.65308,0.34976,-0.08317,23.22509,23,15,8,630,153.88835,74.56642,14.37522,-87.24418,38.15877,14375.22187,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-27T19:08:33.508,1.20961,1.47865,0.28203,0.07457,53.0,34,29,5,631,168.47591,-14.03511,17.37454,-87.09829,37.35823,17374.53706,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T03:38:35.212,-0.08308,1.32122,0.1864,-0.09031,25.86717,26,13,13,652,154.99936,-16.23997,27.60626,-87.25082,37.34072,27606.25809,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T15:41:08.374,0.74169,1.85336,0.26519,-0.02435,15.0,15,11,4,655,144.52297,80.8068,0.0,-87.34975,38.21651,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T18:14:08.868,1.4511,1.56838,0.35099,0.06193,39.71559,40,23,17,656,143.16819,79.92206,22.7539,-87.36539,38.20876,22753.90402,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T19:50:58.613,0.97237,0.99243,0.19055,0.02582,15.30044,16,10,6,657,141.14434,93.54543,23.77516,-87.3858,38.33177,23775.1578,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T19:18:22.663,1.20323,0.32373,0.21461,-0.02427,17.26695,18,12,6,658,150.56205,78.12832,10.44075,-87.28137,38.19141,10440.7498,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T20:26:30.466,1.64162,1.53068,0.52996,-0.12983,59.51415,59,38,21,659,143.17045,67.76933,20.10503,-87.36779,38.09931,20105.03461,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T20:33:56.151,1.2933,0.68818,0.27898,-0.03132,29.07231,29,19,10,660,144.23734,84.19585,19.21672,-87.35232,38.24708,19216.72079,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T20:28:02.887,1.75361,0.21546,0.18559,-0.01657,14.99943,15,10,5,661,151.6769,83.52354,16.18755,-87.26751,38.23981,16187.54591,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-29T20:48:21.102,1.5048,0.73113,0.27094,0.01381,17.9957,18,15,3,664,167.69973,-16.58064,17.78143,-87.10762,37.33544,17781.43107,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T03:03:08.391,1.02366,2.5478,0.28771,-0.32084,28.93619,22,21,1,674,66.11284,73.23448,28.85925,-88.24569,38.1574,28859.24954,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T14:56:51.830,1.12607,2.27671,0.31189,-0.48628,23.894,17,11,6,679,111.27413,56.73137,27.33692,-87.73305,38.00434,27336.91835,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T15:00:18.583,1.46015,0.70057,0.20813,0.00834,23.00891,23,18,5,680,146.29471,82.08039,17.47092,-87.32926,38.2277,17470.92011,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T18:29:04.324,0.9307,1.69207,0.20567,-0.02241,28.56841,24,11,13,687,147.20408,91.17732,25.42752,-87.31701,38.30948,25427.51714,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T20:30:16.243,1.62181,0.67948,0.38181,-0.07463,21.96892,24,14,10,691,163.63708,92.85335,0.0,-87.12881,38.32175,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T21:43:31.032,1.32179,0.77156,0.41029,0.03645,44.09485,42,36,6,695,176.77509,-13.9199,10.82439,-87.00462,37.35772,10824.38948,merged_gamma_catalog_2014_Sept_Oct.csv
2014-09-30T22:05:40.629,0.98171,0.8534,0.3278,0.05732,16.77642,16,15,1,698,175.41736,-15.2951,15.40846,-87.02026,37.34559,15408.46227,merged_gamma_catalog_2014_Sept_Oct.csv
2014-10-01T11:52:50.862,1.10703,1.49725,0.30267,-0.14262,70.0,48,37,11,704,142.50492,76.06851,23.42796,-87.37373,38.17416,23427.95929,merged_gamma_catalog_2014_Sept_Oct.csv
2014-10-01T13:20:28.728,1.04647,2.22237,0.14237,-0.01378,15.95833,15,11,4,708,151.81393,85.01276,0.0,-87.26563,38.2532,0.0,merged_gamma_catalog_2014_Sept_Oct.csv
2014-10-01T13:29:43.778,1.3067,0.54929,0.31973,-0.02852,26.2926,26,21,5,709,151.02957,75.38631,10.77665,-87.27662,38.16664,10776.64571,merged_gamma_catalog_2014_Sept_Oct.csv
2014-10-01T20:28:39.484,1.70193,0.55343,0.26261,0.03322,16.99645,17,10,7,716,152.88523,82.53621,17.23194,-87.25392,38.23072,17231.9359,merged_gamma_catalog_2014_Sept_Oct.csv
2014-10-01T20:29:43.760,0.70926,0.32395,0.16154,0.00036,10.69057,11,10,1,719,167.26663,-14.65235,4.13321,-87.11207,37.35289,4133.20984,merged_gamma_catalog_2014_Sept_Oct.csv
