time,magnitude,sigma_time,sigma_amp,cov_time_amp,gamma_score,num_picks,num_p_picks,num_s_picks,event_index,x(km),y(km),z(km),longitude,latitude,depth(m),source_file,time_central
2014-09-16T03:41:16.914,0.9901,3.11505,0.39779,-0.87181,58.0,28,8,20,355,100.8759,48.45294,41.0,-87.85258,37.93098,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-15T22:41:16.914
2014-09-17T02:48:54.367,0.88771,2.43754,0.24659,-0.85405,49.0,24,5,19,379,115.08914,53.67905,41.0,-87.69011,37.97637,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-16T21:48:54.367
2014-09-17T10:59:43.844,0.88979,2.86778,0.6536,-1.32877,62.0,41,40,1,380,144.26332,12.65869,41.0,-87.36628,37.60276,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-17T05:59:43.844
2014-09-18T00:59:52.992,0.32595,0.46675,0.32779,0.02544,6.95327,7,5,2,402,125.54598,68.59983,26.16704,-87.56852,38.10939,26167.04144,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-17T19:59:52.992
2014-09-18T04:28:41.247,1.47458,3.08361,0.38587,-0.63933,80.0,47,26,21,403,135.94105,62.84868,41.0,-87.45111,38.0561,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-17T23:28:41.247
2014-09-18T09:59:51.058,0.75099,0.58118,0.46357,-0.04215,6.48062,7,5,2,404,136.68462,58.84905,38.05871,-87.4434,38.01996,38058.70541,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-18T04:59:51.058
2014-09-18T10:59:44.507,0.87229,2.58736,0.58045,-0.85995,70.95126,46,45,1,405,147.61835,14.15037,41.0,-87.328,37.61566,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-18T05:59:44.507
2014-09-18T11:59:42.756,0.93102,2.83111,0.60093,-1.10343,65.0,34,34,0,406,123.6448,23.29727,41.0,-87.59792,37.70159,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-18T06:59:42.756
2014-09-19T01:33:19.567,1.24903,0.57117,0.14798,-0.01962,8.53355,9,8,1,427,-60.33866,67.88476,0.0,-89.68798,38.10961,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-18T20:33:19.567
2014-09-19T10:59:42.669,0.89072,2.81324,0.54566,-1.14089,68.0,38,38,0,428,131.76543,12.20096,41.0,-87.50786,37.60051,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-19T05:59:42.669
2014-09-20T00:59:09.473,1.73477,2.46044,0.60112,-0.86774,60.0,40,40,0,448,-29.30746,-112.38311,41.0,-89.32704,36.48691,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-19T19:59:09.473
2014-09-20T01:59:41.963,0.96446,2.41932,0.7444,-1.10428,63.0,32,32,0,449,132.81748,6.16318,41.0,-87.49704,37.54597,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-19T20:59:41.963
2014-09-20T05:17:04.805,1.07376,1.87368,0.44669,-0.33647,46.0,31,19,12,450,146.78772,7.79748,41.0,-87.33867,37.55857,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T00:17:04.805
2014-09-20T05:59:43.977,0.91057,2.54604,0.41848,-0.8951,40.0,31,29,2,451,139.39791,11.57566,41.0,-87.42157,37.59375,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T00:59:43.977
2014-09-20T10:59:46.228,0.74073,2.55011,0.3783,-0.5971,29.71221,20,19,1,452,145.01159,21.69792,41.0,-87.35602,37.68406,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T05:59:46.228
2014-09-20T10:58:59.514,1.92855,2.05239,0.7047,-0.1418,36.28779,42,42,0,453,-26.22413,-167.79239,41.0,-89.29075,35.98772,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T05:58:59.514
2014-09-20T11:57:27.306,0.73447,2.11853,0.26094,-0.77167,50.0,30,25,5,454,116.95347,75.53199,25.62557,-87.66535,38.17297,25625.57008,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T06:57:27.306
2014-09-20T11:59:44.714,0.79542,2.61871,0.63648,-1.15232,61.0,39,38,1,455,135.75488,34.27937,41.0,-87.45859,37.7988,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-20T06:59:44.714
2014-09-21T05:59:41.930,0.94097,2.94628,0.58859,-1.6669,65.0,38,38,0,475,116.26745,24.09431,41.0,-87.68144,37.70973,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T00:59:41.930
2014-09-21T08:46:54.269,-0.34661,2.01612,1.00563,-0.57832,7.98622,8,5,3,476,70.89457,94.92838,0.0,-88.18899,38.35245,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T03:46:54.269
2014-09-21T09:20:08.765,0.41683,1.22406,0.41395,-0.14459,9.04758,8,5,3,477,116.09812,130.83912,0.0,-87.66607,38.6712,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T04:20:08.765
2014-09-21T09:51:59.078,-0.1483,2.68419,0.49048,-0.82164,10.10535,8,5,3,478,142.35071,80.41475,0.0,-87.37462,38.21332,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T04:51:59.078
2014-09-21T10:12:27.358,1.09394,1.50879,0.31036,0.01593,7.0,7,5,2,479,121.29751,70.41344,41.0,-87.61665,38.1263,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T05:12:27.358
2014-09-21T10:11:47.498,0.18833,1.16999,0.20564,-0.04785,8.0,8,5,3,480,130.85268,55.34563,0.18307,-87.51044,37.98926,183.0687,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T05:11:47.498
2014-09-21T10:26:21.751,0.07094,1.63316,0.53274,0.16384,11.0,9,5,4,481,191.18793,68.36206,0.0,-86.82045,38.09583,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T05:26:21.751
2014-09-21T10:43:28.363,0.07591,0.83253,0.95361,0.20582,6.93217,7,5,2,482,166.32166,39.53604,0.0,-87.11044,37.84111,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-21T05:43:28.363
2014-09-22T10:59:42.888,0.87671,2.60594,0.69203,-0.63623,68.0,44,41,3,491,120.30281,24.38794,41.0,-87.63563,37.71186,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-22T05:59:42.888
2014-09-23T10:59:43.342,0.93058,2.72453,0.66609,-1.22982,72.0,40,38,2,506,137.41307,22.31587,41.0,-87.44202,37.69079,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-23T05:59:43.342
2014-09-24T03:59:42.699,0.9834,2.82504,0.61887,-1.01964,68.0,42,41,1,539,121.37318,22.98839,41.0,-87.62373,37.69911,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-23T22:59:42.699
2014-09-24T05:51:12.811,-0.07542,0.93037,0.22186,-0.02073,12.44026,13,9,4,540,38.81195,118.50493,0.0,-88.5547,38.56677,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-24T00:51:12.811
2014-09-24T10:59:43.199,0.98444,3.0704,0.64568,-1.11803,68.0,43,41,2,541,121.24914,34.27155,41.0,-87.62326,37.80076,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-24T05:59:43.199
2014-09-24T11:26:05.225,1.65815,2.44139,0.36972,0.65665,65.0,30,25,5,542,143.83281,18.80595,41.0,-87.36995,37.6582,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-24T06:26:05.225
2014-09-24T11:59:40.884,1.21434,0.40838,0.23797,0.0447,6.53811,7,7,0,543,159.79392,162.13523,41.0,-87.15703,38.94626,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-24T06:59:40.884
2014-09-25T10:59:42.015,1.01887,2.92549,0.68189,-0.74847,65.0,41,41,0,572,114.6534,27.39992,41.0,-87.69922,37.73971,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-25T05:59:42.015
2014-09-26T02:59:42.713,0.84493,2.6077,0.70684,-1.09186,54.0,32,32,0,596,121.38208,23.86002,41.0,-87.62348,37.70696,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-25T21:59:42.713
2014-09-26T06:59:41.022,0.88443,3.18707,0.73041,-1.39816,63.0,39,38,1,597,105.2851,26.98955,41.0,-87.80555,37.73714,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-26T01:59:41.022
2014-09-26T07:58:55.015,1.81184,2.46602,0.72115,-1.34183,64.0,40,40,0,598,-82.55251,-167.79239,41.0,-89.91525,35.98452,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-26T02:58:55.015
2014-09-26T10:59:41.563,1.01935,3.04112,0.74937,-0.55953,69.0,40,38,2,599,114.33514,30.122,41.0,-87.7024,37.76427,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-26T05:59:41.563
2014-09-27T04:00:51.741,0.78257,3.08683,0.3396,-0.24564,56.0,28,13,15,617,123.64654,57.27092,41.0,-87.59212,38.00761,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-26T23:00:51.741
2014-09-27T10:59:52.599,0.44077,0.89122,0.33939,-0.22269,7.0,7,6,1,618,119.12351,64.80357,25.77974,-87.64236,38.07606,25779.73697,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-27T05:59:52.599
2014-09-28T05:59:18.409,1.43017,2.57506,0.74681,-1.04598,58.0,37,37,0,636,10.76806,-80.03703,41.0,-88.87938,36.77877,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T00:59:18.409
2014-09-28T06:59:41.990,0.806,2.76459,0.73943,-1.16938,62.85104,36,36,0,637,113.26562,23.50914,41.0,-87.71556,37.70483,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T01:59:41.990
2014-09-28T07:59:43.754,0.76571,2.63725,0.69725,-1.21379,59.0,39,39,0,638,142.18743,11.95795,41.0,-87.38992,37.59677,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T02:59:43.754
2014-09-28T08:57:47.836,0.65536,1.99023,0.31293,-0.66039,33.0,17,9,8,639,160.6838,16.86606,38.94922,-87.17946,37.63794,38949.216,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T03:57:47.836
2014-09-28T10:25:39.191,-0.04756,0.61565,0.27133,-0.01678,7.06111,7,5,2,640,37.5508,138.61784,17.56918,-88.5681,38.74799,17569.17686,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T05:25:39.191
2014-09-28T10:59:46.499,0.60111,2.26043,0.78021,-0.30441,32.94955,37,37,0,641,155.74232,21.94744,41.0,-87.23435,37.68455,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T05:59:46.499
2014-09-28T10:59:03.981,1.59628,1.80548,0.58905,-0.43672,24.05045,17,17,0,642,-50.67046,-131.89496,41.0,-89.56414,36.31019,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T05:59:03.981
2014-09-28T11:59:44.475,0.71749,2.57424,0.74568,-1.1644,69.0,44,43,1,643,143.69363,15.74407,41.0,-87.37212,37.63064,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T06:59:44.475
2014-09-29T00:59:42.623,0.83547,2.6805,0.7269,-1.15226,59.0,37,36,1,649,118.64818,28.9146,41.0,-87.65366,37.75285,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T19:59:42.623
2014-09-29T01:59:41.748,0.93404,2.63329,0.72125,-1.02824,65.0,39,35,4,650,123.51768,15.66185,41.0,-87.60065,37.63283,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T20:59:41.748
2014-09-29T02:59:43.497,0.87897,2.55196,0.70167,-1.24999,64.0,39,38,1,651,136.6108,11.96724,41.0,-87.45305,37.5977,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T21:59:43.497
2014-09-29T03:38:35.212,-0.08308,1.32122,0.1864,-0.09031,25.86717,26,13,13,652,154.99936,-16.23997,27.60626,-87.25082,37.34072,27606.25809,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-28T22:38:35.212
2014-09-29T10:59:43.812,0.90832,2.59955,0.69661,-0.86319,67.0,40,40,0,653,129.95798,19.85157,41.0,-87.52696,37.66968,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T05:59:43.812
2014-09-29T11:59:43.074,0.85681,2.61858,0.65382,-1.24858,66.0,35,35,0,654,124.56601,23.5778,41.0,-87.58743,37.70399,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T06:59:43.074
2014-09-30T02:59:43.881,0.89194,2.50517,0.90171,-0.48458,38.49179,39,39,0,672,164.39474,2.98643,41.0,-87.14054,37.51227,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T21:59:43.881
2014-09-30T02:59:42.756,0.92441,2.07426,0.31335,-0.68387,25.50821,17,17,0,673,84.80308,42.5085,41.0,-88.03608,37.87906,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T21:59:42.756
2014-09-30T03:03:08.391,1.02366,2.5478,0.28771,-0.32084,28.93619,22,21,1,674,66.11284,73.23448,28.85925,-88.24569,38.1574,28859.24954,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T22:03:08.391
2014-09-30T03:59:43.684,0.97188,2.4546,0.77266,-0.71823,63.0,40,40,0,675,141.86251,8.09743,41.0,-87.39434,37.56205,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T22:59:43.684
2014-09-30T04:59:43.682,0.9575,2.62124,0.76519,-0.85165,67.0,39,38,1,676,132.70111,29.71005,41.0,-87.49409,37.75809,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-29T23:59:43.682
2014-10-01T02:51:29.950,0.90583,2.55903,0.28715,-1.49535,62.0,26,9,17,699,129.31478,40.37954,41.0,-87.53061,37.85468,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-09-30T21:51:29.950
2014-10-01T06:59:44.558,0.86365,2.78659,0.82245,-1.12621,58.0,39,38,1,700,147.24686,12.19277,41.0,-87.3326,37.59809,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T01:59:44.558
2014-10-01T07:59:44.813,0.78756,2.76481,0.6921,-0.59061,60.0,39,38,1,701,140.8807,32.23651,41.0,-87.4008,37.77963,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T02:59:44.813
2014-10-01T08:59:44.764,0.85195,2.5909,0.86856,-0.9113,61.0,40,40,0,702,138.44634,24.15086,41.0,-87.42996,37.70717,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T03:59:44.764
2014-10-01T09:59:44.097,0.8492,2.54974,0.86077,-1.0311,56.0,35,35,0,703,145.83585,22.19438,41.0,-87.34658,37.6884,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T04:59:44.097
2014-10-01T11:52:50.862,1.10703,1.49725,0.30267,-0.14262,70.0,48,37,11,704,142.50492,76.06851,23.42796,-87.37373,38.17416,23427.95929,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T06:52:50.862
2014-10-01T10:59:44.074,0.82977,2.85328,0.70639,-0.77127,61.0,36,36,0,705,144.81366,25.10527,41.0,-87.35758,37.71478,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-01T05:59:44.074
2014-10-02T08:59:44.085,0.87473,2.72358,0.85561,-0.91622,63.0,38,38,0,728,139.8583,23.8492,41.0,-87.41401,37.70424,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-02T03:59:44.085
2014-10-02T09:59:41.830,0.75331,2.08202,0.84557,-1.0003,12.02733,8,8,0,729,85.98453,45.25827,41.0,-88.02233,37.90372,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-02T04:59:41.830
2014-10-02T09:59:44.130,0.77177,2.57309,0.89345,-0.34469,48.97267,43,43,0,730,161.95217,0.69887,41.0,-87.16866,37.4921,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-02T04:59:44.130
2014-10-02T11:59:43.364,0.90916,2.74607,0.71962,-0.51566,62.0,43,42,1,731,104.47778,41.69363,41.0,-87.81259,37.86969,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-02T06:59:43.364
2014-10-03T08:24:22.580,0.33552,1.57161,0.18816,0.00756,8.73424,10,5,5,752,127.71201,75.80228,41.0,-87.54255,38.17396,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-03T03:24:22.580
2014-10-03T11:59:44.119,0.91324,2.76705,0.72698,-1.43725,65.0,39,39,0,753,140.88908,11.68351,41.0,-87.40467,37.5945,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-03T06:59:44.119
2014-10-04T03:42:38.161,0.86929,2.45561,0.4142,-1.52442,60.0,25,14,11,773,148.76429,16.23289,25.75053,-87.3146,37.63424,25750.5259,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-03T22:42:38.161
2014-10-04T07:59:43.512,0.87219,2.47396,0.87827,-0.81415,62.03911,36,35,1,774,133.42688,15.02581,41.0,-87.48853,37.62571,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T02:59:43.512
2014-10-04T08:59:44.670,0.74268,2.84719,0.92666,-0.91165,55.0,40,40,0,775,149.78434,12.33149,41.0,-87.30384,37.59893,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T03:59:44.670
2014-10-04T10:59:45.271,0.69577,2.27539,0.44939,-0.69055,21.16218,9,9,0,776,155.47784,10.09839,41.0,-87.23986,37.57787,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T05:59:45.271
2014-10-04T10:58:57.236,1.82731,2.34722,0.84468,-0.51113,36.83782,39,39,0,777,-53.87069,-167.79239,41.0,-89.59727,35.98656,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T05:58:57.236
2014-10-04T11:58:57.777,1.8774,1.75992,0.30412,0.20379,15.71259,9,9,0,778,-43.59048,-167.79239,41.0,-89.4833,35.98708,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T06:58:57.777
2014-10-04T11:59:45.039,0.78742,2.61211,0.95539,-0.69644,45.28741,42,42,0,779,152.42445,9.58387,41.0,-87.27453,37.57375,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T06:59:45.039
2014-10-05T00:59:42.891,0.94777,2.41811,0.91576,-1.08946,51.97217,33,33,0,805,109.68754,24.85482,41.0,-87.75593,37.71739,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T19:59:42.891
2014-10-05T01:24:10.510,-0.35745,1.82195,0.5124,-0.12143,9.0,9,6,3,806,265.0496,-54.97008,0.0,-86.02358,36.96716,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T20:24:10.510
2014-10-05T01:59:45.857,0.74859,2.21177,0.98564,-0.57901,35.46046,38,38,0,807,152.56606,12.97997,41.0,-87.27222,37.60432,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T20:59:45.857
2014-10-05T01:59:00.078,1.92606,1.60875,0.65307,-0.29389,18.53954,12,12,0,808,-26.13671,-167.79239,41.0,-89.28979,35.98772,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T20:59:00.078
2014-10-05T02:59:44.421,0.93862,2.59741,0.90889,-0.6092,56.0,40,40,0,809,132.24657,20.09887,41.0,-87.50099,37.67158,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-04T21:59:44.421
2014-10-05T11:59:42.681,0.97831,1.25777,0.37241,-0.60743,8.72055,6,6,0,810,60.69317,47.23318,41.0,-88.30971,37.92354,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-05T06:59:42.681
2014-10-05T11:59:46.803,0.68348,2.23381,0.88242,-0.19693,39.27945,36,35,1,811,148.89629,29.41129,41.0,-87.31042,37.75291,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-05T06:59:46.803
2014-10-06T02:06:25.706,0.18055,1.28454,0.39346,-0.32217,6.0016,6,5,1,820,116.61143,81.23807,0.0,-87.66832,38.22441,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-05T21:06:25.706
2014-10-06T10:59:51.704,0.53242,0.40392,0.50714,0.06751,6.90466,6,5,1,821,128.37548,119.03823,22.83189,-87.52718,38.56326,22831.89097,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-06T05:59:51.704
2014-10-06T11:59:25.283,1.38868,2.26209,0.70983,-1.4661,66.0,38,38,0,822,46.39933,-57.65902,41.0,-88.47888,36.97932,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-06T06:59:25.283
2014-10-07T04:33:51.493,1.61402,2.57995,0.50182,-1.05676,76.0,43,25,18,842,151.29373,8.82624,41.0,-87.28748,37.56711,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-06T23:33:51.493
2014-10-07T05:18:40.087,1.37591,2.20107,0.49643,-1.01222,73.0,41,22,19,843,152.06669,18.60496,41.0,-87.2767,37.65506,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-07T00:18:40.087
2014-10-07T11:59:41.022,0.98659,2.60616,0.82537,-1.08692,59.0,32,31,1,844,115.02719,10.48431,41.0,-87.69764,37.58729,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-07T06:59:41.022
2014-10-08T00:59:49.163,0.73926,0.26976,0.22332,0.01703,5.87451,6,5,1,858,128.23403,122.10161,41.0,-87.52825,38.59086,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-07T19:59:49.163
2014-10-08T02:45:30.233,2.16251,0.661,0.21032,0.03505,8.98749,9,9,0,859,42.79387,-36.25862,41.0,-88.51815,37.17232,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-07T21:45:30.233
2014-10-08T11:38:25.012,1.13695,1.57361,0.50044,-0.06143,71.40768,69,35,34,860,90.63847,108.14964,32.56789,-87.96146,38.46978,32567.88684,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-08T06:38:25.012
2014-10-08T11:38:40.349,0.88274,1.1966,0.64966,-0.22783,36.38828,35,9,26,861,96.09224,120.56654,28.41886,-87.89729,38.58105,28418.86033,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-08T06:38:40.349
2014-10-08T11:59:43.912,0.92276,2.6807,0.71801,-0.75873,65.0,39,37,2,862,118.20162,36.50835,41.0,-87.65749,37.82131,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-08T06:59:43.912
2014-10-09T05:59:44.811,0.74015,2.39287,1.23651,-0.28529,17.49137,9,8,1,877,162.62925,9.67305,41.0,-87.15903,37.57281,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T00:59:44.811
2014-10-09T05:58:59.544,1.87606,2.3036,0.7375,-0.56652,41.50863,38,38,0,878,-34.90661,-164.41416,41.0,-89.38717,36.01788,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T00:58:59.544
2014-10-09T06:59:42.241,0.84489,2.78265,0.85154,-0.64202,64.0,37,37,0,879,128.73161,17.98734,41.0,-87.54119,37.65306,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T01:59:42.241
2014-10-09T07:59:43.707,0.82047,2.61714,0.83519,-1.091,61.0,41,41,0,880,145.568,7.2103,41.0,-87.35259,37.55348,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T02:59:43.707
2014-10-09T11:59:42.797,0.95,2.61098,0.63989,-0.43958,66.0,35,34,1,881,106.58163,36.09317,41.0,-87.78951,37.81899,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T06:59:42.797
2014-10-10T04:18:58.197,0.74253,1.80351,0.24857,-0.45431,22.7452,16,5,11,909,149.80907,12.74604,41.0,-87.30348,37.60266,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-09T23:18:58.197
2014-10-10T05:45:07.785,-0.66408,1.35779,0.34825,0.03528,7.0,7,5,2,910,183.85641,38.48514,0.0,-86.91159,37.82829,0.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-10T00:45:07.785
2014-10-10T11:59:44.943,0.9395,2.90914,0.77776,-0.68406,64.0,40,38,2,911,136.80865,28.03274,41.0,-87.4478,37.74238,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-10T06:59:44.943
2014-10-11T02:59:44.252,1.04263,2.39585,0.90307,-0.97285,64.0,38,37,1,930,138.89491,19.48603,41.0,-87.42576,37.66508,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-10T21:59:44.252
2014-10-11T11:58:57.492,2.11755,2.33141,0.66829,-0.98172,67.0,42,42,0,931,-54.2446,-167.79239,41.0,-89.60142,35.98654,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-11T06:58:57.492
2014-10-12T00:59:39.861,0.96401,2.33401,0.94461,-0.28387,68.0,36,36,0,941,108.37565,4.20582,41.0,-87.77386,37.53153,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-11T19:59:39.861
2014-10-12T01:59:42.685,0.94777,2.76686,0.9366,-0.7418,67.0,43,43,0,942,119.1519,24.69795,41.0,-87.64863,37.7148,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-11T20:59:42.685
2014-10-12T02:59:44.486,0.85911,2.25631,0.94942,-1.13959,61.0,37,36,1,943,146.22067,16.72175,41.0,-87.34331,37.63905,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-11T21:59:44.486
2014-10-12T04:59:42.677,0.85936,2.29481,0.93358,-0.76337,64.0,36,36,0,944,127.06302,14.18057,41.0,-87.56075,37.619,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-11T23:59:42.677
2014-10-12T05:48:08.401,-0.22052,0.92484,0.34083,-0.07076,6.88895,7,5,2,945,257.02522,-6.07542,22.13813,-86.09674,37.40957,22138.13428,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T00:48:08.401
2014-10-12T11:59:42.497,0.81987,2.86104,0.75996,-0.98933,61.0,34,33,1,946,110.52436,34.86439,41.0,-87.74492,37.80746,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T06:59:42.497
2014-10-13T01:59:43.462,0.89215,2.69687,1.07468,-0.29716,54.0,38,37,1,957,142.80304,10.47625,41.0,-87.38324,37.58333,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T20:59:43.462
2014-10-13T02:59:44.744,0.70258,2.38852,1.06187,-1.07691,59.0,39,39,0,958,146.09749,14.4451,41.0,-87.34516,37.61856,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T21:59:44.744
2014-10-13T03:59:42.191,0.84993,2.75787,1.01971,-0.22405,59.0,35,35,0,959,127.56157,16.85205,41.0,-87.55464,37.643,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T22:59:42.191
2014-10-13T04:59:43.611,0.8177,2.48874,1.0164,-0.91166,62.0,38,38,0,960,131.18863,23.5549,41.0,-87.51235,37.70286,41000.0,merged_gamma_catalog_2014_Sept_Oct.csv,2014-10-12T23:59:43.611
